"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Brunei Darussalam","BRN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","114039500.591268","132757528.044374","139029537.243321","160818235.866746","161210236.44168","179078929.315763","197525767.791735","270822782.026674","433095526.686136","2319576214.21329","2496420257.54042","3054765590.29214","3681242528.32494","4100423673.58759","6044367628.28515","10795432293.6119","9367218664.31094","8932198185.72876","7927590750.39502","7632788075.1621","6967623884.42343","4190280002.67381","4918010080.03047","4535130304.71096","4983622880.99938","6039881086.68157","6284497300.38401","6327966444.87488","6203339925.05349","6467782521.31603","7700144056.74744","7663377277.00351","7793034389.75098","5550846024.98159","6309070374.83966","6570999059.70575","6096155747.56182","6333082878.97992","7167725264.75135","8619178799.47025","10547202612.4295","12644616446.1918","13432029495.6785","15926456491.5178","11912904529.0722","13707121031.2552","18524791070.6802","19048443339.9457","18094148099.4922","17097797371.9718","12930296852.4882","11400266055.3232","12128168046.7827","13566908401.1864","13469235348.2211","12005799664.2691","14006496614.3195","16681536442.5498","15095084686.1651","15463134387.2013",
"Bhutan","BTN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","61812113.0666667","66289450.3252986","70139866.8083136","78900289.3165483","92901784.4986973","86820762.4931172","88461262.7788474","97884433.8024868","94086227.6084972","105377995.200713","128669200.916451","139174178.090189","141439317.399271","156704289.913612","160423493.936194","163288815.361294","191218115.488485","242742766.346488","272298066.556045","264798626.174848","287765007.112863","240294286.015925","240233531.160464","225973692.8371","258954708.048533","290490983.815778","303408345.620078","352229076.707627","363458380.903342","399311199.50776","460733418.399276","496110225.710307","559345263.708309","651935430.314445","735348490.428435","860391000.221655","942879878.538879","1255767964.00491","1317517834.59916","1331343797.77308","1708880730.20989","1977728658.68259","1973387227.96519","1943696951.65411","2089079570.58285","2187815803.36833","2357504760.78592","2591358009.20276","2583335721.85904","2735683570.46155","2457604333.90927","2768802960.11204","2898227743.75576","3019253885.46989","",
"Botswana","BWA","GDP (current US$)","NY.GDP.MKTP.CD","30411413.6552828","32902612.8664855","35644956.6430429","38091842.8546863","41616347.7906865","45788696.3343915","51465655.3921083","58642354.089673","66248441.4182466","77361546.5067537","96243233.6609837","127448613.505061","164460914.977201","244124164.042218","306044207.530203","355168571.536751","372025093.006273","451624780.274597","590407374.447116","819870258.783053","1060889703.75374","1073812830.30052","1014945695.71927","1172230396.58099","1240822167.43571","1114783342.71539","1392602163.53829","1965226890.04557","2644554158.72794","3083822112.02023","3790636324.44775","3942876703.45184","4146464586.61674","4160129174.70569","4259259604.15623","4730599121.92704","4847757217.75815","5020265626.66489","4790481509.17679","5484263346.88105","5788329609.15755","5489608299.66445","5438863982.88692","7511582173.37724","8957467706.5354","9918907108.09702","9919158482.41085","10567270655.5027","10730829116.4105","10118459242.3183","12637273429.1339","15110643612.1729","13907464500.1489","14271738933.2042","15470088500.7414","13530748844.505","15082637184.0496","16105155856.7708","17031943186.1353","16725908148.5481","14960251610.8975","18750182234.5317","20321150598.0672","19411266967.1044","19400774882.4495",
"Central African Republic","CAF","GDP (current US$)","NY.GDP.MKTP.CD","112155598.492157","123134583.463559","124482773.83306","129379123.76305","142025078.735754","150574795.409863","157930018.091087","163820513.562432","191767441.604577","188039210.130379","189106529.207011","201450799.82635","230317883.36443","271183082.043062","281398705.570596","378660016.265936","451152461.31276","507298147.526539","610578631.992983","700764747.756462","797048198.534875","694803622.898966","748312390.756606","658679332.681331","637820670.299604","864849836.286193","1122265013.42004","1200991977.80801","1264899287.51261","1233930280.91724","1440711459.16967","1377374986.58709","1411917553.12436","1278781261.55928","851174356.781737","1115389673.69197","1007791127.09913","937741513.015352","967338389.650578","999477510.686632","916777282.691659","932648604.751954","996068144.884889","1142315522.53864","1272360517.32373","1337894378.73743","1461859762.33459","1699811294.94935","1993407888.49838","2067381665.25454","2142591540.40068","2437982705.12093","2510126512.22831","1691544110.18543","1894813389.40325","1695825714.19282","1825018144.65595","2072349972.6818","2220979146.11241","2221301351.43918","2326720900.38047","2516498412.46384","2382618615.01694","2555492085.94725","2751544520.37918",
"Canada","CAN","GDP (current US$)","NY.GDP.MKTP.CD","40563768946.9503","41038192837.9035","42336211555.8268","45140337826.9869","49503663836.3665","54649410478.5226","61252415404.686","65856924423.9721","72048833006.1602","79405011124.8208","88192257632.3093","99606454743.5136","113463848873.624","131764343565.643","160949188139.059","174419757176.563","207271612576.065","212325176304.654","219369542386.254","243891124295.715","274776566028.053","307246642755.859","314647807408.608","341866277182.733","356718400123.543","366186012449.652","379006836991.724","433134238310.709","509380027626.554","567211993243.243","596075591360.987","612527712315.615","594387358318.855","579053561739.4","579944346807.264","605961090061.207","630607994132.747","654986999855.554","634000000000","678412196271.118","744773415931.587","738981792355.372","760649334098.005","895540646634.787","1026690238278.25","1173108598778.68","1319264809590.97","1468820407783.26","1552989690721.65","1374625142157.29","1617343367486.26","1793326630174.52","1828366481521.6","1846597421834.98","1805749878439.94","1556508816217.14","1527994741907.43","1649265644244.09","1725329192783.02","1743725183672.52","1655684730000.19","2022378748423.23","2190411080134.32","2173339670064.33","2241253230970.34",
"Central Europe and the Baltics","CEB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272115195628.928","246710634295.862","255096853829.453","270374645291.362","308675977161.455","394762398480.378","417518097817.204","411143082438.382","449843473353.657","436027644107.052","429412709571.523","469501416107.35","528524764911.334","634291134326.277","763490469817.591","885715817927.209","1001321439764.36","1264265398247.55","1530270737277.41","1289265192615.58","1319450262701.07","1458169999856.69","1361902857707.2","1420228674203.4","1467456490840.7","1297147579274.91","1321565597216.69","1467505238696.8","1658215183813.33","1686042070714.23","1679770251031.92","1927940096544.03","1956274288914.43","2273945434904.28","2455559190577.36",
"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD","10412232620.5258","11713348834.3069","12989649694.2812","14283872299.0456","15833133857.6281","16780226225.085","18019402373.5388","19397044714.0963","20712102793.8026","22442043274.074","24998066773.3821","30040171750.6471","36844318854.2403","49550006319.5147","57103011445.6416","65466081819.2384","68476524643.943","73135771167.048","102280472035.794","114970094424.731","122557843886.137","112244805518.786","115043365512.486","114634358534.61","109455312167.511","110980314191.527","159089921062.872","199236370037.554","215540625298.982","208105846934.409","265763573999.424","268901693863.319","279921425828.474","272237527070.926","301375055202.164","352835806342.495","340103959546.926","294788198856.198","303459014346.806","297873643323.126","279216033870.204","286582672434.226","309301422430.386","362075086507.76","403912891033.374","418284865884.998","441634672196.523","490740715594.802","567267767519.158","554212916092.271","598851027947.721","715888126682.396","686420221557.99","706234937370.968","726537809429.524","694118186379.628","687895460902.713","695200834102.045","725568717468.001","721369112726.724","741999406005.627","815309330986.719","828508926958.393","894424821645.205","936564198048.516",
"Channel Islands","CHI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5945677376.61477","6262740656.85164","6439703434.71024","6232906290.4851","6663669064.7482","7332244897.95918","8553643354.08275","8827272727.27273","9676172953.08188","11514605842.3369","","9100755725.19084","8902070457.35476","9649313892.00449","9455340126.38231","9594160856.65155","10528493006.4176","10109968831.1688","9169278152.84904","9170079922.77992","10026153281.7503","10032440898.6469","9439810769.23077","11157003025.7186","11308300382.1028","12507927159.7265","",
"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD","4211103676.74027","4948564550.91046","5765971144.47142","5702520146.03167","6065708668.32735","6183988944.34606","7256882086.19585","7145068067.64138","7286820526.02462","8456519044.38223","9261006540.15907","10999807567.1235","12057501634.979","17237336172.7878","16584311220.1384","7812161793.11971","10523479088.8075","14272711436.7475","16373093553.7155","22249574627.6911","29586676576.0951","35180322211.2903","19710229067.2864","20629678694.0684","19974595028.1582","17933557359.8036","19197818084.6757","22605488850.8981","26174858613.8456","30101767991.1135","33428580448.2715","38232330917.2011","46538895685.8088","49934943320.8828","57438273591.0521","73820425701.6603","78584098983.6374","85741415285.165","81990010704.0602","75578685735.5219","78339750721.364","71574739561.4329","70264045939.2773","76492579644.0605","99075985773.6682","122294145163.192","153843518170.864","172491076033.863","179894594475.405","171777900623.892","217051209238.534","251382573893.87","267024782486.855","277395018842.417","259560978224.359","242450355830.884","249344863928.438","276154259981.097","295857562991.709","278285058719.466","254042159309.311","315325547162.072","301226575540.242","335518054097.637","330267137371.592",
"China","CHN","GDP (current US$)","NY.GDP.MKTP.CD","59846235024.7318","50162299349.7871","47310737754.2287","50812227918.5753","59821862703.4023","70565994356.1828","76854053259.209","73011350596.2485","70980323818.7853","79847786729.1898","92752930873.1912","99959013879.6308","113871930713.841","138764340892","144418433058.472","163687619735.857","154196810058.643","175226595859.778","149788617886.179","178573913043.478","191487500000","196218253968.254","205480916030.534","231130268199.234","260442857142.857","310064625850.34","301310144927.536","273455156950.673","312888888888.889","348380566801.619","361560229445.507","384510452961.672","428502354788.069","446557291212.148","566929539493.172","738190896227.55","868523936530.083","967753570434.667","1037134141760.35","1103843203575.64","1223754919971.05","1355036590251.52","1489821682050.54","1683903309843.85","1984196551300.44","2317551298052.05","2791498472804.33","3604055822571.63","4667346414521.95","5189577094997.58","6192564874453.29","7671757207851.29","8673664713189.24","9743124247267.24","10674533168257.4","11280814787468.9","11456024084962","12537559062282.9","14147765772963.8","14560167101283.4","14996414166715.1","18201698719564","18316765021690.2","18270356654533.2","18743803170827.2",
"Cote d'Ivoire","CIV","GDP (current US$)","NY.GDP.MKTP.CD","546203559.344361","618245634.179831","645284473.733691","761047198.029653","921063326.589918","919771228.816095","1024102880.05862","1082922724.87189","1281281276.72357","1361360293.42665","1455482795.40691","1584128509.46873","1849400401.64724","2508421426.17572","3070152309.21903","3893839190.26806","4662053824.83955","6265068189.37782","7900526298.31993","9142933966.79465","10175617609.0962","8432589942.39434","7567110848.92228","6838184772.52063","6841639246.8996","6977650643.99488","9158302099.57957","10087654464.8168","10255169805.7996","9757410644.6679","10795850582.779","10492628580.7484","11152971273.9383","11045760288.1206","8313557510.14757","11000146266.5135","18071152830.6101","18047558037.7036","19619654755.679","18870992455.568","16577533891.8785","16810537043.8407","18054383320.8474","21251754340.4305","23510575681.3686","24036918703.1747","25281413263.3712","28760090953.3081","34078240293.2559","33886813250.2036","34936307980.063","36693710801.3976","36302302877.2977","42760235484.6093","48843005613.7091","45815005169.2651","48407761036.8238","52512343996.69","58522477786.6889","60382894697.3557","63027852805.4204","72794636649.4342","70922824824.0069","79618056323.7639","86538413923.3943",
